"item","study_id","sub_id","task","response","rater1","rater2","rater3","rater_mean","response_id","fs","prompt","jrt"
"building","study_4",52,"hypothesis","Someone gave it artificial sunlight",3,3,3,3,16851,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",104,"hypothesis","These plants require very little to no sunlight to grow",1,2,2,1.666666667,18252,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",86,"hypothesis","The plants do not contain the regular nutrients most plants in wildlife have.",4,3,3,3.333333333,17801,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",29,"hypothesis","Something was planted underneath the building allowing plants to be grown",3,5,4,4,16192,1.096526848,"why there is plant growth in an abandoned building",1.8084131158046
"building","study_4",48,"hypothesis","If plants grow without recieving any direct sunlight, then they must not actually be plants.",4,4,2,3.333333333,16733,0.619835588,"why there is plant growth in an abandoned building",1.06904745082024
"building","study_4",17,"hypothesis","Rain could have come in through busted windows or other openings",3,3,3,3,15862,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",48,"hypothesis","If plants grow without recieving direct sunlight, then there must be some other light source in the building.",3,3,3,3,16734,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",48,"hypothesis","If the plants grow without recieving direct sunlight, then they must be some sort of alien plant life.",3,4,2,3,16735,0.48165365,"why there is plant growth in an abandoned building",0.811963135328436
"building","study_4",93,"hypothesis","If these plants were exposed to direct sunlight, they would not grow as well or mayeven die.",3,4,2,3,17970,0.48165365,"why there is plant growth in an abandoned building",0.811963135328436
"building","study_4",85,"hypothesis","these plants require water to survive",3,2,3,2.666666667,17768,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",101,"hypothesis","At some time, a miror appears to reflect light to them.",5,4,4,4.333333333,18180,1.051524577,"why there is plant growth in an abandoned building",1.86993497244832
"building","study_4",54,"hypothesis","the plants most probably get nutrition from moisture in the air and dampness in the surroundings.",3,3,3,3,16901,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",115,"hypothesis","The plants have mutated that they do not need direct sunlight to produce energy",3,4,4,3.666666667,18550,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",115,"hypothesis","this species of plants only need water to sustain life",2,2,3,2.333333333,18551,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",32,"hypothesis","All the plats have been preserved since the building became abandoned",4,2,3,3,16282,0.123856818,"why there is plant growth in an abandoned building",0.385195731785799
"building","study_4",101,"hypothesis","They have life magic.",1,3,1,1.666666667,18184,-0.2628299,"why there is plant growth in an abandoned building",-0.563895192826844
"building","study_4",32,"hypothesis","This is a building that has special powers, so the plants don't need sunlight to grow",3,3,1,2.333333333,16284,0.013533977,"why there is plant growth in an abandoned building",0.143473576981904
"building","study_4",32,"hypothesis","This is a plant that grows in darkness not sunlight",1,2,2,1.666666667,16285,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",114,"hypothesis","they could all be fake plants",3,3,1,2.333333333,18517,0.013533977,"why there is plant growth in an abandoned building",0.143473576981904
"building","study_4",41,"hypothesis","the plants grow faster when not insigh in sun",3,2,2,2.333333333,16540,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",105,"hypothesis","the planets grow better in cold enviornments",3,4,3,3.333333333,18273,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",16,"hypothesis","The abandoned building once recieved direct sunlight which is why the plants have grown, howeverhey will die soon.",4,3,2,3,15838,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",16,"hypothesis","The plants can survive in the abandoned building because there is a light that stays on that mimics the affect of direct sunlight.",3,3,3,3,15839,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",6,"hypothesis","The plants could've been growing from something that happened to the house",2,3,3,2.666666667,15635,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",82,"hypothesis","Animals may carry plant life into the building accidentally.",2,4,4,3.333333333,17660,0.636978762,"why there is plant growth in an abandoned building",1.11366578687525
"building","study_4",53,"hypothesis","if the plants can grow and live they must be getting water from the ground",2,3,3,2.666666667,16874,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",62,"hypothesis","Are there any bugs or insects in the building that could pollinate the plants",NA,4,NA,4,17126,0.601357921,"why there is plant growth in an abandoned building",1.02066302773262
"building","study_4",31,"hypothesis","like many fungi and this plant life does not require much if any sunlight",3,2,4,3,16257,0.132428405,"why there is plant growth in an abandoned building",0.33879117287375
"building","study_4",70,"hypothesis","the indirect sunlight is enough to sustain the plants",2,2,2,2,17376,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",89,"hypothesis","The plants will not grow any larger with the introduction of sunlight.",4,3,2,3,17869,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",82,"hypothesis","They might be plants that are able to grow without sunlight.",1,2,2,1.666666667,17665,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",63,"hypothesis","they are rare plants",1,2,2,1.666666667,17166,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",89,"hypothesis","Without sunlight, these plants may be a different species that can be further investigated.",2,2,2,2,17870,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",5,"hypothesis","For some reason these plants require smaller amounts of sunlight",2,3,2,2.333333333,15607,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",34,"hypothesis","It is a greenhouse",2,3,3,2.666666667,16347,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",18,"hypothesis","The plants have grown from outside of the building and traveled in",5,5,3,4.333333333,15892,1.2261372,"why there is plant growth in an abandoned building",2.09310331151017
"building","study_4",118,"hypothesis","These plants belong to genus families that don't require sunlight to produce food.",2,3,2,2.333333333,18617,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",13,"hypothesis","There have been caretakers coming in taking care of the plants",NA,2,3,2.5,15771,-0.095510854,"why there is plant growth in an abandoned building",-0.0503625538488029
"building","study_4",58,"hypothesis","The plants have been genetically modified",4,4,4,4,17011,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",40,"hypothesis","The soil within the building is nutrient rich.",2,3,3,2.666666667,16520,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",109,"hypothesis","These plants are able to adapt to their environment regardless of the light source.",2,2,3,2.333333333,18376,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",49,"hypothesis","the plants are not real",4,4,1,3,16768,0.473082063,"why there is plant growth in an abandoned building",0.856056890682346
"building","study_4",52,"hypothesis","Sunlight isnt an important factor in plant growth anymore",3,2,2,2.333333333,16852,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",52,"hypothesis","The plants were just placed there",4,2,2,2.666666667,16853,-0.022896707,"why there is plant growth in an abandoned building",-0.00594347946652664
"building","study_4",42,"hypothesis","A new energy source is feuling the growth of plants",3,3,3,3,16567,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",85,"hypothesis","the plants gain nutrients by themselves rather than through sunlight",2,3,3,2.666666667,17765,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",81,"hypothesis","Someone could possibly have been coming to water the plants",3,2,3,2.666666667,17642,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",76,"hypothesis","Over time, they have adapted to grow without sunlight.",2,2,3,2.333333333,17522,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",76,"hypothesis","The plants do receive light, just not directly from the sun.",2,3,2,2.333333333,17523,0.022105564,"why there is plant growth in an abandoned building",0.0972330878254381
"building","study_4",101,"hypothesis","At night, there will have light bulbs.",4,3,3,3.333333333,18179,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",91,"hypothesis","My hypothesis is that the plants evolved under selective pressure to grow without any sunlight",2,3,3,2.666666667,17928,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",101,"hypothesis","Someone comes here to provide light to them.",3,3,3,3,18181,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",76,"hypothesis","The plants that are growing do not need sunlight to grow, they live off of other resources.",2,2,2,2,17525,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",23,"hypothesis","Plants do not need direct sunlight to survive.",2,2,2,2,16010,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",53,"hypothesis","if these plants can grow without sunlight, they may not be able to grow in sunny conditions",3,3,2,2.666666667,16877,0.160287502,"why there is plant growth in an abandoned building",0.392834367922429
"building","study_4",50,"hypothesis","if the plants are growing in unusual condition then they will adapt",3,4,3,3.333333333,16795,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",50,"hypothesis","if the sun is not directly hitting the plants they will still grow",1,1,2,1.333333333,16796,-0.75880867,"why there is plant growth in an abandoned building",-1.65040534337983
"building","study_4",119,"hypothesis","The building was originally built on fine soil",3,3,3,3,18635,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",90,"hypothesis","they were just placed in the building recently and have not suffered the adverse effects of a lack of light",3,2,2,2.333333333,17896,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",114,"hypothesis","these plants could be recieving sunlight at a different point during the day since the earth and sun are both constantly moving - not a direct stream",4,2,3,3,18516,0.123856818,"why there is plant growth in an abandoned building",0.385195731785799
"building","study_4",114,"hypothesis","this plants could be genetically engineered to function without sunlight",4,4,4,4,18518,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",56,"hypothesis","Undiscovered plants that don't need sunlight",2,2,2,2,16953,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",6,"hypothesis","The plants could grow without sunlight somehow",1,2,2,1.666666667,15634,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",14,"hypothesis","Maybe a new plant life that has never seen before that doesn't need sun to survive.",2,2,3,2.333333333,15799,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",68,"hypothesis","The plants were simply put in place. They did not grow in the abandoned building.",3,2,2,2.333333333,17331,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",59,"hypothesis","The plants in this building don't need sunlight to grow.",2,2,2,2,17037,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",52,"hypothesis","Its a unique plant that doesnt need constant exposure to sunlight",3,2,3,2.666666667,16848,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",46,"hypothesis","The plants do not need direct sunlight to grow.",2,2,2,2,16687,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",86,"hypothesis","Plants can receive nutrients from sources besides the sun.",2,3,3,2.666666667,17800,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",29,"hypothesis","Animals may have to do withe abundant plant life",2,2,4,2.666666667,16189,-0.005753534,"why there is plant growth in an abandoned building",-0.0575799040986831
"building","study_4",38,"hypothesis","the specific type of plant doesn't need direct sunlight in order to maintain life.",2,2,2,2,16468,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",113,"hypothesis","It could be someone experiment to see of life could survive without the sun?",2,3,NA,2.5,18487,0.057504892,"why there is plant growth in an abandoned building",0.17396177748816
"building","study_4",70,"hypothesis","the plant life does not require sunlight to survive",2,2,2,2,17377,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",92,"hypothesis","This plant life isn't a healthy plant life and is actually dangerous.",2,2,2,2,17953,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",79,"hypothesis","These plants thrive in a cold and dark environment.",3,2,2,2.333333333,17589,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",61,"hypothesis","Due to the lack of sunlight the plants adapted a tolerance to darkness",3,4,4,3.666666667,17090,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",67,"hypothesis","The plants are fake",4,4,1,3,17303,0.473082063,"why there is plant growth in an abandoned building",0.856056890682346
"building","study_4",9,"hypothesis","There might be some sort of microscopic life that has helped the plants survive without sunlight",4,4,4,4,15691,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",67,"hypothesis","The plants only need water to grow",3,2,3,2.666666667,17305,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",115,"hypothesis","Plants can survive without lighte",2,2,2,2,18549,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",23,"hypothesis","Does direct sunlight affect the growth of any plant?",NA,2,NA,2,16008,-0.273601621,"why there is plant growth in an abandoned building",-0.496846020253731
"building","study_4",53,"hypothesis","if the plants grow but do not require sunlight they may use chemosynthesis instead of photosynthesis",3,5,4,4,16875,1.096526848,"why there is plant growth in an abandoned building",1.8084131158046
"building","study_4",26,"hypothesis","There is artifical light that helps the plants grow.",3,2,3,2.666666667,16094,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",29,"hypothesis","Moisture from outside is able to come into the building",2,3,3,2.666666667,16190,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",74,"hypothesis","The plants ae genitcally modified.",3,4,4,3.666666667,17477,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",25,"hypothesis","Plants within this building are able to develop ways to indirectly capture sunlight",4,2,3,3,16071,0.123856818,"why there is plant growth in an abandoned building",0.385195731785799
"building","study_4",25,"hypothesis","Plants within this building are smaller than plants that grow in an open area",3,3,3,3,16072,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",25,"hypothesis","The plant life within this building is able to nuture without the need of sunlight",2,2,2,2,16074,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",42,"hypothesis","Someone plants the plants",3,2,2,2.333333333,16570,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",84,"hypothesis","The plants may have adapted from a form of mold.",4,3,3,3.333333333,17726,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",98,"hypothesis","someone planted the plants recently and left them",3,2,2,2.333333333,18092,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",115,"hypothesis","If the plants are alive and not recieving direct sunlight they must be recieving their energy from elsewhere",2,3,3,2.666666667,18548,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",122,"hypothesis","Although there is no sunlight, the plants are feeding off of soil that is somehow in the building and thriving off of it.",4,4,3,3.666666667,18726,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",40,"hypothesis","The plants within the building are being given artificial lighting.",3,3,3,3,16518,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",65,"hypothesis","If plants are growing without light, then there must be water accesible within the building",2,3,3,2.666666667,17222,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",30,"hypothesis","Someone takes care of the plants.",3,2,3,2.666666667,16229,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",26,"hypothesis","They receive fertilizer to help them grow.",2,3,4,3,16095,0.315612614,"why there is plant growth in an abandoned building",0.587403028391109
"building","study_4",31,"hypothesis","previous owners may have been the causefor the vari",3,2,NA,2.5,16258,-0.152384103,"why there is plant growth in an abandoned building",-0.145363115223595
"building","study_4",90,"hypothesis","they are genetically modified to not need light to grow, rather they use a different method to generate their energy",3,4,4,3.666666667,17895,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",45,"hypothesis","If the plants can move they may abosorb energy by consuming food?",2,5,NA,3.5,16662,0.793935373,"why there is plant growth in an abandoned building",1.01672650445965
"building","study_4",114,"hypothesis","These plants could actually be fungi that are parasitic on rotting wood and trees in the overgrown house",NA,5,4,4.5,18515,1.19345258,"why there is plant growth in an abandoned building",2.04494507093329
"building","study_4",59,"hypothesis","The lack of sunlight is the reason so many plants were able to",2,2,2,2,17033,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",56,"hypothesis","UV lights that are turned off",4,3,2,3,16954,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",68,"hypothesis","The blinds, windows, etc could have been shut.",1,3,3,2.333333333,17330,0.03067715,"why there is plant growth in an abandoned building",0.191884134001551
"building","study_4",80,"hypothesis","These plants could be a new species that thrives without sunlight",2,2,2,2,17619,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",11,"hypothesis","Plant life will grow abundant without human interaction.",4,3,4,3.666666667,15731,0.591976491,"why there is plant growth in an abandoned building",1.1345599355509
"building","study_4",120,"hypothesis","The sunlight might be coming from artificial intelligence",4,4,3,3.666666667,18669,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",95,"hypothesis","If the plants recieve no direct sunlight and are able to grow it may be because they may be sourcing energy from the temperature",3,4,3,3.333333333,18026,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",122,"hypothesis","Because the building is abandoned, the inside is not protected from weather, causing the plants to be watered by rain and thrive inside.",4,3,3,3.333333333,18727,0.445222966,"why there is plant growth in an abandoned building",0.90881115354593
"building","study_4",34,"hypothesis","These plants make their own energy internally",2,4,3,3,16351,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",65,"hypothesis","If the plants are growing without sunlight, then their DNA must be mutated",3,5,4,4,17224,1.096526848,"why there is plant growth in an abandoned building",1.8084131158046
"building","study_4",63,"hypothesis","the plants do no need sunlight to survive",2,2,2,2,17165,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",74,"hypothesis","They may have found something else that allows the plants to grow.",2,2,3,2.333333333,17478,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",94,"hypothesis","If the plants grow in a building, then the carbon dioxide levels must be high.",3,4,4,3.666666667,17996,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",18,"hypothesis","House plants do not need a lot of sunlight.",1,2,2,1.666666667,15888,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",18,"hypothesis","The plants have adapted to the conditons.",3,2,3,2.666666667,15891,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",34,"hypothesis","Someone has been caring for these plants",3,2,3,2.666666667,16348,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",61,"hypothesis","Sunlight is not an essential factor to plant development as previously thought",3,2,2,2.333333333,17092,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",60,"hypothesis","At the time that the plants were first planted the building may have had access to direct sunlight.",3,4,2,3,17062,0.48165365,"why there is plant growth in an abandoned building",0.811963135328436
"building","study_4",95,"hypothesis","Due to the lack of sun the plants may be growing in the dark because of a substitiute energy sourse.",4,4,3,3.666666667,18025,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",43,"hypothesis","someone put these plants here",3,2,2,2.333333333,16601,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",40,"hypothesis","The plants within the building are not very tall.",3,2,3,2.666666667,16519,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",89,"hypothesis","Since the plants recieved no sunlight, the role of the sun in certain types of plants may be overrated.",3,2,2,2.333333333,17867,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",113,"hypothesis","It could be a experiemnt for the governemnt to see how global warming could affect life on Earth.",2,3,4,3,18486,0.315612614,"why there is plant growth in an abandoned building",0.587403028391109
"building","study_4",29,"hypothesis","Somebody unknown comes in and takes care of them",3,2,3,2.666666667,16191,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",32,"hypothesis","The building has solar panels on top of it which transfer into the building therefore allowing the plants to grow",4,4,4,4,16283,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",17,"hypothesis","Also the plants may not need a lot of water",2,2,2,2,15861,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",93,"hypothesis","If grow these same plants elsewhere, still not in direct sunlight, they will grow the same.",5,2,4,3.666666667,17967,0.408792282,"why there is plant growth in an abandoned building",0.785196596363752
"building","study_4",93,"hypothesis","If plants we give these plants less water than they are receiving in the building, they will not grow as high or as fast.",4,2,3,3,17968,0.123856818,"why there is plant growth in an abandoned building",0.385195731785799
"building","study_4",33,"hypothesis","The plants can go without sunlight for sometime",3,2,2,2.333333333,16317,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",64,"hypothesis","Are there people that come and help the plants out?",NA,3,NA,3,17186,0.16387815,"why there is plant growth in an abandoned building",0.386522290978887
"building","study_4",59,"hypothesis","The plants grow because of a special fertilizer.",4,4,4,4,17036,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",58,"hypothesis","The plants arent actually real, theyre just plastic",4,4,1,3,17010,0.473082063,"why there is plant growth in an abandoned building",0.856056890682346
"building","study_4",120,"hypothesis","The research team succeeded in the building developing night resistant plants.",NA,4,3,3.5,18668,0.650275669,"why there is plant growth in an abandoned building",1.16697943522703
"building","study_4",110,"hypothesis","particles of the sunlight might penetrate the building",2,3,3,2.666666667,18397,0.168859089,"why there is plant growth in an abandoned building",0.414394278783475
"building","study_4",86,"hypothesis","Alternate resources/ elements cause abnormal plant growth.",4,4,3,3.666666667,17798,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",34,"hypothesis","These plants do not produce anything from photosynthesis",2,2,2,2,16350,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",82,"hypothesis","The plants may be connected through roots/vines to outside plants that do recieve sunlight.",2,4,4,3.333333333,17664,0.636978762,"why there is plant growth in an abandoned building",1.11366578687525
"building","study_4",107,"hypothesis","these plants are adapting to the conditions",3,3,3,3,18321,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",45,"hypothesis","if the plants are growing they could be using celluar respireation for the majority of energy?",2,5,4,3.666666667,16661,0.958344909,"why there is plant growth in an abandoned building",1.54793096142848
"building","study_4",114,"hypothesis","someone could come and water them like a greenhouse",3,4,3,3.333333333,18514,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",41,"hypothesis","the plant life does not need a lot of sunlight to thrive",2,2,2,2,16539,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",59,"hypothesis","The plants are hybrids that can grow in adverse conditions.",4,4,3,3.666666667,17034,0.766589114,"why there is plant growth in an abandoned building",1.38721413959545
"building","study_4",80,"hypothesis","The abandoned building could have some type of fertilizer that increases a plants ability to grow whether or not sunlight is available to them",4,4,4,4,17618,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",40,"hypothesis","The pants within the building do not require much light",1,2,2,1.666666667,16517,-0.437442523,"why there is plant growth in an abandoned building",-0.892152012790597
"building","study_4",111,"hypothesis","there are animals that help",3,4,4,3.666666667,18424,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",59,"hypothesis","The plants can grow due to a source of artifical sunlight.",3,3,3,3,17035,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",58,"hypothesis","Somebody just put those plants there not too long ago",3,2,2,2.333333333,17009,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",43,"hypothesis","the building has hidden light fixtures to replicate the sun",3,4,4,3.666666667,16602,0.7751607,"why there is plant growth in an abandoned building",1.37037104268327
"building","study_4",89,"hypothesis","If these plants were initially grown in the sunlight, transferring them to an abandoned building will not affect their growth.",3,3,4,3.333333333,17866,0.453794553,"why there is plant growth in an abandoned building",0.877370398224682
"building","study_4",86,"hypothesis","Plants can grow when untouched by humans or any animal life.",4,3,4,3.666666667,17799,0.591976491,"why there is plant growth in an abandoned building",1.1345599355509
"building","study_4",65,"hypothesis","If there is life without light, then humans can survive underground",2,3,5,3.333333333,17225,0.462366139,"why there is plant growth in an abandoned building",0.628494338075345
"building","study_4",96,"hypothesis","The plants are still alive because they have a special type of soil that provides them the nutrients that they would get from the sunlight.",3,3,3,3,18047,0.307041027,"why there is plant growth in an abandoned building",0.690466144311051
"building","study_4",113,"hypothesis","The building could have fake sunlight where lights may just be on the plants 24/7.",4,4,4,4,18489,0.913342639,"why there is plant growth in an abandoned building",1.64413904879864
"building","study_4",116,"hypothesis","Someone is coming into the house and taking care of these plants.",3,2,3,2.666666667,18572,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",116,"hypothesis","The plants have grown from underneath the house developing many different hybrids of plants able to grow under these conditions.",5,5,4,4.666666667,18573,1.372890725,"why there is plant growth in an abandoned building",2.46479660560173
"building","study_4",118,"hypothesis","These plants are part of an experiment to genetically design plants which are capable to grow o",NA,4,4,4,18616,0.820559319,"why there is plant growth in an abandoned building",1.46433829823507
"building","study_4",84,"hypothesis","The plants do not need light and vitamins acqured from the sun.",2,2,2,2,17724,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",68,"hypothesis","I believe another person had to play a role in this situation.",4,3,2,3,17329,0.298469441,"why there is plant growth in an abandoned building",0.588564644151372
"building","study_4",37,"hypothesis","The specific temperature and dew in the abandoned building has caused the plants to grow.",3,4,3,3.333333333,16437,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",11,"hypothesis","If plants do not receive sunlight, they will adapt to their surroundings and find a way to thrive.",2,4,3,3,15730,0.490225237,"why there is plant growth in an abandoned building",0.866730996624429
"building","study_4",67,"hypothesis","The plants don't need sun",2,2,2,2,17304,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",43,"hypothesis","the building is not actually abandoned",3,2,3,2.666666667,16603,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",82,"hypothesis","The plants are growing from indirect sunlight.",3,2,2,2.333333333,17663,-0.161078646,"why there is plant growth in an abandoned building",-0.174225127023173
"building","study_4",38,"hypothesis","the plant could be a cross breed done by a human for experimental purposes.",5,4,4,4.333333333,16467,1.051524577,"why there is plant growth in an abandoned building",1.86993497244832
"building","study_4",111,"hypothesis","the building is collapseable, transformable",1,4,4,3,18418,0.498796823,"why there is plant growth in an abandoned building",0.939118663321541
"building","study_4",96,"hypothesis","The plants are stll alive because a magical wizard lives in the building keeping them alive.",3,4,1,2.666666667,18048,0.334900125,"why there is plant growth in an abandoned building",0.572318824151325
"building","study_4",36,"hypothesis","Is there some kind of light source?",3,2,NA,2.5,16399,-0.152384103,"why there is plant growth in an abandoned building",-0.145363115223595
"building","study_4",42,"hypothesis","Soemone brought the plant life to it.",3,2,3,2.666666667,16569,-0.01432512,"why there is plant growth in an abandoned building",0.16933166843992
"building","study_4",84,"hypothesis","The plants like the darkness.",2,2,2,2,17725,-0.299260584,"why there is plant growth in an abandoned building",-0.525050470132221
"building","study_4",41,"hypothesis","this plant can find its energy source from near surroundings",2,2,3,2.333333333,16541,-0.152507059,"why there is plant growth in an abandoned building",-0.192003161191187
"building","study_4",61,"hypothesis","Plants have adapted alternative methods of converting energy",3,4,3,3.333333333,17091,0.628407175,"why there is plant growth in an abandoned building",1.13388783765029
"building","study_4",111,"hypothesis","the plants have special designed vases that helps them move around",5,5,4,4.666666667,18423,1.372890725,"why there is plant growth in an abandoned building",2.46479660560173
